loan_id,monthly_income,origination_score_band,TOB_months,closing_principal_balance,original_loan_amount,product,original_loan_term,remaining_loan_term,delq_history,target
2200,5250,5,43,500,500,A,60,21,"0,0,1,0,0,0",0
2200,5250,5,43,500,500,A,60,21,"0,0,1,0,0,0",0
2201,9000,4,43,600,900,B,60,21,"0,0,0,0,0,0",1
2202,6000,4,42,500,600,A,60,22,"1,1,1,1,1,1",0
2203,12750,4,41,1000,1300,B,60,23,"0,1,0,0,0,0",1
2204,9000,2,41,800,900,B,60,23,"0,0,0,0,0,0",0
2205,15750,4,41,1300,1600,B,60,23,"0,0,0,0,0,0",0
2206,68250,5,41,5900,6800,B,60,23,"0,0,0,0,0,0",0
2207,,3,,,,B,60,23,,0
2208,29250,3,40,2700,2900,B,60,24,"1,1,0,0,0,0",0
2209,30000,5,39,2700,3000,B,60,25,"0,0,0,0,0,0",1
2210,15000,5,39,1200,1500,B,60,25,"0,0,0,0,0,0",0
2211,3750,5,39,300,400,A,60,25,"1,1,1,0,0,0",0
2211,3750,5,39,300,400,A,60,25,"1,1,1,0,0,0",0
2212,,5,,,,B,60,26,,0
2213,20250,4,39,1600,2000,B,60,25,"0,0,0,0,0,0",0
2214,57000,3,38,5600,5700,B,60,26,"1,0,1,0,0,1",1
2215,23250,3,37,2100,2300,B,60,27,"0,1,0,0,0,0",0
2216,9000,2,37,800,900,B,60,27,"0,0,0,0,0,0",0
2217,20250,3,37,1600,2000,B,60,27,"0,0,0,0,0,0",0
2218,18000,5,37,1600,1800,B,60,27,"2,2,1,1,0,0",1
2219,27750,2,36,2500,2800,B,60,28,"0,0,0,0,0,0",0
2220,,3,,,,A,60,30,,0
2221,39750,5,35,3600,4000,A,60,29,"1,1,1,1,1,1",1
2221,39750,5,35,3600,4000,A,60,29,"1,1,1,1,1,1",1
2222,17250,5,35,1500,1700,B,60,29,"0,1,0,0,0,0",0
2223,9750,3,34,600,1000,A,60,31,"0,0,0,0,0,0",0
2224,51000,7,31,4700,5100,A,60,33,"0,0,0,0,1,0",0
2225,8250,3,34,700,800,A,60,30,"0,0,0,0,0,0",1
2225,8250,3,34,700,800,A,60,30,"0,0,0,0,0,0",1
2226,3750,4,34,300,400,A,60,30,"0,0,0,0,0,0",0
2227,9000,2,33,800,900,A,60,31,"0,0,0,0,0,0",0
2228,68250,4,33,6600,6800,B,60,31,"1,1,1,1,1,0",0
2229,9750,1,32,300,1000,A,60,32,"0,0,0,0,0,0",0
2230,12000,3,33,1000,1200,B,60,31,"0,1,0,0,0,0",0
2231,3750,2,27,200,400,A,36,14,"0,0,0,0,1,0",0
2232,15000,2,31,1400,1500,A,60,33,"1,1,1,0,0,0",0
2233,5250,5,31,400,500,A,60,33,"0,0,0,0,1,0",0
2234,2250,5,30,200,200,A,60,35,"0,0,0,0,0,0",0
2235,9750,3,30,1000,1000,A,60,34,"0,0,0,0,0,0",0
2235,9750,3,30,1000,1000,A,60,34,"0,0,0,0,0,0",0
2236,6000,2,24,600,600,A,60,40,"0,0,0,0,0,0",0
2237,6750,4,29,400,700,A,60,35,"0,0,0,0,0,0",0
2238,15000,3,29,1400,1500,A,60,35,"0,0,0,0,0,0",1
2239,6750,1,29,600,700,A,60,35,"0,0,0,0,0,0",0
2240,,3,,,,A,60,35,,0
2241,24750,4,28,2300,2500,B,60,36,"0,0,0,0,0,0",0
2242,14250,5,28,1200,1400,B,60,36,"0,1,0,0,0,0",0
2243,8250,4,28,700,800,A,60,36,"0,0,0,0,0,0",1
2244,6750,4,24,600,700,A,60,40,"0,0,1,1,2,2",0
2245,2250,6,26,100,200,A,60,39,"0,0,0,0,0,0",0
2246,39000,5,26,3800,3900,B,60,38,"1,1,0,0,0,0",0
2247,8250,4,25,400,800,B,36,18,"0,1,0,0,0,0",0
2248,39750,4,25,3900,4000,B,60,39,"0,0,0,0,0,0",0
2249,8250,7,25,800,800,A,60,39,"0,0,0,0,0,0",1
2250,60000,5,25,5800,6000,B,60,40,"1,0,0,0,0,0",0
2250,60000,5,25,5800,6000,B,60,40,"1,0,0,0,0,0",0
2251,39750,4,25,3900,4000,B,60,40,"0,0,0,0,0,0",0
2251,39750,4,25,3900,4000,B,60,40,"0,0,0,0,0,0",0
2252,90750,6,24,8800,9100,B,60,40,"0,0,0,0,0,0",0
2253,8250,3,24,700,800,B,60,40,"1,0,0,0,0,0",0
2254,99750,3,23,9800,10000,B,60,41,"1,1,0,0,0,0",0
2255,54000,3,23,5400,5400,B,60,41,"0,0,0,0,0,0",0
2256,6750,2,24,700,700,A,60,40,"1,0,0,0,0,0",0
2257,63000,4,24,6100,6300,B,60,40,"0,0,0,0,0,0",0
2258,17250,5,23,1600,1700,A,60,41,"0,0,0,0,0,0",0
2259,21750,5,23,2200,2200,B,60,41,"0,0,0,0,0,0",0
2259,21750,5,23,2200,2200,B,60,41,"0,0,0,0,0,0",0
2260,14250,3,23,1300,1400,B,60,41,"0,0,0,0,0,0",0
2261,18000,4,22,1400,1800,B,60,43,"0,0,0,0,0,0",1
2262,9750,2,23,900,1000,A,60,41,"0,0,0,0,0,0",0
2263,29250,5,23,2900,2900,B,60,41,"0,0,0,0,0,0",0
2264,20250,2,23,2000,2000,B,60,41,"0,0,0,0,0,0",0
2265,8250,4,23,600,800,B,48,30,"0,0,0,1,0,0",1
2266,6000,1,20,500,600,A,60,45,"0,0,0,0,0,0",1
2267,20250,2,22,2000,2000,B,60,42,"0,0,0,0,0,0",0
2267,20250,2,22,2000,2000,B,60,42,"0,0,0,0,0,0",0
2268,6000,3,22,500,600,B,60,42,"0,1,2,1,1,1",0
2269,14250,5,22,1300,1400,B,60,42,"0,0,0,0,0,0",0
2270,24750,3,22,2500,2500,B,60,42,"0,0,0,0,0,0",1
2271,9750,3,22,1000,1000,A,60,42,"0,0,0,0,0,0",0
2272,,3,,,,B,60,43,,0
2273,9750,4,21,900,1000,B,60,43,"1,0,0,0,0,0",0
2274,11250,5,21,700,1100,A,60,43,"0,1,0,1,0,0",0
2275,6750,5,21,100,700,B,60,5,"0,0,0,0,0,0",0
2276,6750,4,19,700,700,A,60,45,"0,0,0,0,0,0",1
2277,9750,2,21,1000,1000,A,60,43,"0,0,0,0,0,0",0
2278,36750,3,19,3700,3700,A,60,45,"0,0,0,0,0,0",0
2279,57000,6,20,5500,5700,B,60,44,"0,0,0,0,0,0",0
2280,15000,2,20,1500,1500,A,60,44,"0,0,0,0,0,0",0
2281,15000,4,20,1400,1500,A,60,44,"0,0,0,0,0,0",0
2282,14250,3,20,1400,1400,A,60,44,"0,0,0,0,0,0",1
2283,12000,2,19,1100,1200,A,60,45,"0,0,0,0,0,0",0
2284,8250,3,18,800,800,A,60,46,"0,0,0,0,0,0",1
2285,9750,1,19,500,1000,A,24,10,"0,1,1,0,0,0",0
2286,6750,4,18,700,700,A,60,46,"0,0,0,0,0,0",1
2287,11250,3,18,900,1100,B,60,47,"0,0,0,0,0,0",0
2288,12750,4,16,1100,1300,B,60,48,"0,0,1,0,0,0",1
2289,14250,7,16,1300,1400,A,60,49,"0,0,0,0,0,0",0
2290,,5,,,,B,60,50,,0
2291,21750,4,14,2200,2200,A,60,50,"0,0,0,0,0,0",0
2291,21750,4,14,2200,2200,A,60,50,"0,0,0,0,0,0",0
2292,3750,5,15,400,400,A,60,49,"0,0,0,0,0,0",1
2293,6750,2,15,700,700,A,60,49,"1,1,1,0,0,0",0
2294,11250,3,15,1100,1100,A,60,49,"0,0,0,0,0,0",0
2295,24750,2,15,2300,2500,B,60,49,"0,0,0,0,0,0",0
2296,41250,2,14,4100,4100,B,60,50,"0,0,0,0,0,0",0
2297,8250,8,13,800,800,A,36,27,"0,0,0,0,0,0",1
2298,24000,4,13,2400,2400,B,60,51,"0,0,0,0,0,0",0
2299,8250,4,13,700,800,B,60,51,"0,0,0,0,0,0",0
2300,17250,3,10,1700,1700,A,60,54,"0,0,0,0,0,0",0
2301,24000,3,13,2400,2400,B,60,51,"0,0,0,0,0,0",0
2302,15000,3,8,1500,1500,A,60,56,"0,0,0,0,0,0",0
2303,5250,5,12,500,500,A,60,52,"0,0,0,0,0,0",0
2304,,5,,,,A,60,52,,0
2305,9750,2,12,900,1000,B,60,49,"0,0,0,0,0,0",0
2306,59250,4,12,5900,5900,B,60,52,"0,0,0,0,0,0",0
2306,59250,4,12,5900,5900,B,60,52,"0,0,0,0,0,0",0
2307,9000,3,11,800,900,B,60,53,"0,0,0,0,0,0",1
2308,23250,5,9,2200,2300,A,60,55,"0,0,0,0,0,0",0
2309,,4,,,,A,60,52,,0
2310,,5,,,,A,60,53,,0
2311,12000,4,10,1200,1200,A,60,54,"0,0,0,0,0,0",0
2312,9750,5,11,1000,1000,B,60,53,"0,1,1,0,0,0",0
2313,26250,5,9,2600,2600,B,60,55,"0,0,1,0,0,0",0
2314,9000,3,7,900,900,A,60,57,"0,0,0,0,0,0",1
2315,3750,5,8,400,400,A,60,56,"0,0,0,0,0,0",0
2316,3750,5,7,300,400,A,12,10,"1,0,0,0,0,0",0
2317,3750,4,8,400,400,A,60,56,"0,0,0,0,0,0",0
2317,3750,4,8,400,400,A,60,56,"0,0,0,0,0,0",0
2318,,4,,,,A,36,34,,0
2319,15000,5,77,800,1500,B,60,47,"1,0,3,3,2,1",0
2320,30000,4,74,2500,3000,B,60,50,"0,0,0,0,0,0",1
2321,6000,3,69,200,600,B,23,18,"0,3,0,0,1,0",1
2322,15750,3,66,1000,1600,B,59,57,"0,0,0,0,0,0",0
2323,48000,3,65,1800,4800,B,24,23,"0,0,0,0,0,0",1
2324,,3,,,,A,60,9,,0
2325,38250,5,51,3200,3800,B,60,13,"0,3,2,3,3,4",1
2326,9000,5,46,700,900,A,60,18,"0,0,0,0,0,0",0
2327,12750,2,30,1200,1300,A,60,34,"1,3,2,2,2,2",0
2328,6750,2,27,600,700,A,60,37,"0,2,1,0,0,0",0
2329,21750,2,13,1900,2200,B,48,40,"0,0,0,0,0,0",0
2330,15000,4,10,1400,1500,A,60,54,"1,1,1,1,0,0",0
2331,39750,5,9,3600,4000,B,60,55,"0,1,0,0,0,0",0
2332,6750,4,9,700,700,A,60,56,"0,0,0,0,0,0",0
2333,8250,6,7,800,800,A,60,57,"0,0,0,0,0,0",1
2334,20250,4,60,1300,2000,B,60,4,"0,0,0,0,0,0",0
2335,5250,3,60,100,500,C,60,5,"0,0,0,0,0,1",1
2336,14250,3,60,600,1400,B,60,4,"0,0,0,0,0,0",0
2337,24750,4,60,2000,2500,B,60,4,"0,0,0,0,0,0",1
2338,9750,3,59,100,1000,B,60,5,"0,0,0,0,0,0",0
2339,27000,5,59,2200,2700,B,60,5,"1,1,0,1,1,1",0
2340,8250,4,59,300,800,B,60,5,"0,0,0,0,0,0",1
2341,21000,5,54,1800,2100,A,60,10,"1,0,0,0,0,0",0
2342,,3,,,,A,60,9,,0
2343,9000,6,55,700,900,A,60,9,"0,0,0,0,0,0",0
2344,14250,4,53,1100,1400,A,126,72,"1,0,0,0,0,0",1
2345,5250,3,54,200,500,A,60,10,"0,0,0,0,0,1",0
2346,8250,5,53,500,800,A,120,67,"0,1,1,0,1,0",0
2347,8250,7,49,600,800,A,120,72,"1,0,0,0,0,0",0
2348,3750,5,47,300,400,A,123,58,"0,1,0,0,0,0",0
2349,8250,2,48,700,800,A,66,22,"1,0,0,0,0,0",0
2350,24000,3,47,2200,2400,B,60,17,"0,0,0,0,0,0",0
2351,24750,4,48,400,2500,B,48,5,"0,0,0,0,0,0",0
2351,24750,4,48,400,2500,B,48,5,"0,0,0,0,0,0",0
2352,6000,4,47,300,600,B,60,17,"0,0,0,0,0,0",0
2353,14250,5,47,1200,1400,A,60,17,"0,0,0,0,0,0",1
2353,14250,5,47,1200,1400,A,60,17,"0,0,0,0,0,0",1
2354,36750,7,46,3200,3700,B,60,18,"0,0,0,0,0,0",0
2354,36750,7,46,3200,3700,B,60,18,"0,0,0,0,0,0",0
2355,9000,4,45,700,900,A,120,76,"1,0,0,0,0,0",0
2356,9000,3,43,700,900,A,123,80,"0,0,0,0,0,0",1
2357,11250,5,44,1000,1100,A,66,26,"0,2,1,0,0,0",0
2358,8250,5,43,700,800,A,66,27,"0,0,0,0,0,0",1
2359,,5,,,,A,123,82,,1
2360,24750,2,41,1500,2500,B,60,23,"0,0,0,0,0,0",0
2360,24750,2,41,1500,2500,B,60,23,"0,0,0,0,0,0",0
2361,8250,5,42,400,800,C,60,28,"0,0,0,0,0,0",0
2362,5250,5,40,200,500,A,60,25,"0,0,0,0,0,0",0
2363,24750,4,39,1300,2500,B,60,26,"0,1,1,1,1,0",0
2364,3000,8,39,200,300,A,120,81,"0,0,1,1,1,0",0
2364,3000,8,39,200,300,A,120,81,"0,0,1,1,1,0",0
2365,9000,1,38,800,900,A,60,26,"1,0,0,0,1,1",0
2366,5250,1,38,500,500,A,66,32,"0,1,0,0,0,0",1
2367,2250,4,38,100,200,C,39,6,"0,0,0,0,0,0",1
2368,,4,,,,A,60,27,,0
2369,3750,4,36,300,400,A,120,83,"0,0,0,0,0,0",0
2370,3000,7,36,100,300,C,36,5,"0,0,0,0,0,0",0
2371,3750,1,36,200,400,A,60,29,"0,0,0,0,0,0",0
2372,8250,2,32,500,800,A,36,8,"0,0,0,0,0,0",1
2373,9750,1,34,900,1000,A,72,42,"0,0,0,0,0,0",1
2374,3000,3,35,200,300,A,48,18,"0,0,0,0,0,0",1
2374,3000,3,35,200,300,A,48,18,"0,0,0,0,0,0",1
2375,23250,6,29,2200,2300,A,186,139,"0,0,0,0,0,0",1
2376,3750,5,35,400,400,A,72,41,"1,0,1,1,1,1",0
2377,8250,1,34,400,800,A,60,31,"0,0,0,0,0,0",0
2378,6000,5,32,400,600,C,66,39,"0,0,0,0,0,0",1
2379,3750,2,34,300,400,A,60,30,"0,0,0,0,0,0",1
2380,,3,,,,C,36,7,,0
2381,,3,,,,A,120,84,,1
2382,8250,2,33,700,800,A,120,86,"0,0,0,0,0,0",1
2383,6000,3,32,400,600,A,60,32,"0,1,0,1,0,0",0
2384,5250,8,32,500,500,A,66,38,"1,1,1,1,0,0",1
2385,6750,6,32,600,700,A,132,97,"0,0,0,0,0,0",0
2386,3000,6,31,200,300,C,60,32,"0,0,0,0,0,0",1
2387,8250,4,30,400,800,A,48,23,"1,0,0,0,0,0",1
2388,15000,4,31,1400,1500,A,180,134,"1,0,0,0,0,0",0
2388,15000,4,31,1400,1500,A,180,134,"1,0,0,0,0,0",0
2389,,3,,,,A,36,13,,0
2390,9750,3,30,700,1000,D,60,41,"0,1,0,0,0,0",1
2390,9750,3,30,700,1000,D,60,41,"0,1,0,0,0,0",1
2391,9000,6,29,500,900,A,60,36,"0,0,0,0,0,0",0
2392,3000,2,28,200,300,D,60,43,"0,0,0,0,0,0",1
2393,26250,5,28,2000,2600,D,60,43,"0,0,0,0,0,0",0
2394,18000,2,28,1400,1800,D,60,43,"1,1,0,0,0,0",0
2395,9750,2,27,1000,1000,A,60,37,"0,0,0,0,0,0",1
2396,2250,3,26,100,200,C,36,15,"0,0,0,0,0,0",0
2397,9750,3,27,800,1000,D,60,44,"0,0,0,0,0,0",0
2398,3750,2,26,400,400,A,120,91,"0,0,0,0,0,0",1
2399,26250,5,25,2400,2600,A,36,15,"0,0,0,2,1,0",0
2400,24750,4,26,2000,2500,D,60,44,"0,0,0,0,0,0",0
2401,26250,6,26,2200,2600,D,60,49,"0,0,0,0,0,0",0
2402,8250,2,26,600,800,A,120,82,"0,1,0,0,0,0",0
2403,15000,3,23,1400,1500,A,60,41,"0,0,0,0,0,0",0
2403,15000,3,23,1400,1500,A,60,41,"0,0,0,0,0,0",0
2404,20250,3,26,1700,2000,D,60,48,"1,1,1,2,2,3",0
2405,3750,5,26,300,400,C,60,39,"1,1,1,0,0,0",0
2406,3000,8,26,300,300,A,72,50,"0,0,0,0,0,0",0
2407,5250,5,26,400,500,C,60,39,"0,0,0,0,0,0",0
2407,5250,5,26,400,500,C,60,39,"0,0,0,0,0,0",0
2408,20250,3,26,1600,2000,D,60,45,"0,0,0,0,0,0",0
2409,15000,3,25,1500,1500,A,192,142,"0,0,0,0,0,0",0
2410,32250,3,22,2900,3200,A,60,42,"0,0,0,0,0,0",1
2411,6000,6,25,600,600,A,66,45,"0,0,0,0,0,0",0
2412,6000,1,25,600,600,A,66,45,"0,0,0,0,0,0",1
2412,6000,1,25,600,600,A,66,45,"0,0,0,0,0,0",1
2413,5250,5,25,300,500,C,36,19,"0,0,0,0,0,0",1
2414,9750,3,24,800,1000,D,60,47,"0,0,0,0,0,0",0
2415,20250,3,25,1800,2000,D,60,55,"1,0,0,0,0,0",0
2416,20250,3,25,1600,2000,D,60,46,"1,0,0,0,0,0",0
2417,15750,3,25,1300,1600,D,60,46,"0,0,0,0,0,0",1
2418,11250,4,25,600,1100,D,60,29,"0,0,0,0,0,0",1
2419,20250,1,25,1700,2000,D,60,50,"0,0,0,0,0,0",0
2420,8250,3,23,700,800,A,60,41,"1,0,0,0,0,0",1
2421,750,3,25,100,100,C,36,16,"1,0,0,0,0,0",0
2422,6750,3,24,600,700,A,120,101,"0,0,0,0,0,0",0
2423,18750,2,24,1600,1900,D,60,51,"1,1,1,0,0,0",0
2424,15000,1,24,1400,1500,D,60,54,"0,0,0,0,0,0",1
2425,3000,5,24,100,300,C,36,17,"1,0,0,0,0,0",1
2426,6750,4,20,700,700,A,60,44,"0,0,0,0,0,0",0
2427,18750,2,24,1400,1900,D,60,44,"1,1,1,0,0,0",1
2428,8250,1,24,600,800,D,60,47,"0,0,0,0,0,0",0
2429,9750,3,24,800,1000,D,60,49,"0,2,2,1,1,0",1
2429,9750,3,24,800,1000,D,60,49,"0,2,2,1,1,0",1
2430,5250,5,24,400,500,D,60,47,"0,0,0,0,0,0",1
2431,9750,2,24,900,1000,D,60,47,"0,0,0,0,0,0",0
2432,8250,1,24,800,800,A,63,43,"0,0,0,0,0,0",0
2433,5250,3,23,200,500,D,60,18,"0,0,0,0,0,0",1
2434,20250,3,24,1700,2000,D,60,47,"0,0,0,0,0,0",0
2435,15000,3,23,1400,1500,A,60,41,"0,0,0,0,0,0",0
2435,15000,3,23,1400,1500,A,60,41,"0,0,0,0,0,0",0
2436,2250,4,24,100,200,C,36,17,"0,0,0,0,0,0",1
2437,24750,4,23,2200,2500,D,60,52,"0,0,1,1,0,3",1
2438,6000,4,23,500,600,D,60,48,"0,0,0,0,0,0",1
2439,6750,2,22,600,700,A,60,42,"0,0,0,0,0,0",0
2440,18000,4,23,1500,1800,D,60,48,"0,0,0,0,0,0",1
2441,24000,7,23,2200,2400,A,36,17,"0,0,0,0,0,0",1
2442,24750,4,23,2300,2500,D,60,54,"0,0,0,0,0,0",0
2443,2250,3,23,100,200,C,36,18,"0,0,0,0,0,0",1
2444,6750,6,23,700,700,A,36,17,"0,0,0,0,0,0",1
2445,9000,5,21,700,900,A,60,43,"0,1,0,1,0,1",0
2446,8250,3,22,700,800,A,123,95,"0,0,0,0,0,0",1
2447,3750,3,22,400,400,A,60,42,"0,0,0,0,0,0",1
2448,12000,2,22,1100,1200,D,60,49,"0,0,2,1,0,0",1
2449,3000,4,21,300,300,A,72,55,"0,0,0,0,0,0",1
2450,3750,4,22,300,400,D,60,49,"0,0,0,0,0,0",0
2451,9750,6,22,900,1000,A,36,18,"0,0,0,0,1,1",1
2452,2250,7,22,100,200,A,36,19,"0,0,0,0,0,0",0
2453,9750,5,21,900,1000,A,123,96,"0,0,0,0,0,0",0
2454,9000,3,22,700,900,D,60,43,"0,0,0,0,0,0",0
2455,,5,,,,A,24,8,,0
2456,14250,6,20,1400,1400,A,72,56,"0,0,0,0,0,0",1
2457,32250,5,20,3000,3200,A,60,44,"0,0,0,0,0,0",1
2458,8250,1,21,600,800,A,60,44,"0,1,0,0,0,1",1
2459,6000,8,21,600,600,A,66,49,"0,0,0,0,0,0",1
2460,9750,3,19,1000,1000,A,72,57,"0,0,0,0,0,0",0
2461,8250,3,21,700,800,A,60,43,"0,0,0,0,0,0",0
2462,8250,4,19,700,800,A,66,51,"0,0,0,0,0,0",1
2463,12750,1,21,1300,1300,A,180,138,"0,0,0,0,0,0",0
2464,15000,5,21,1500,1500,A,60,43,"0,0,0,0,1,0",0
2465,6000,2,20,600,600,A,60,44,"1,0,0,0,0,0",0
2466,9000,1,21,900,900,A,66,49,"0,0,0,0,0,0",0
2467,15000,4,19,1400,1500,A,60,45,"0,0,0,0,0,0",1
2468,2250,2,20,200,200,A,60,45,"0,0,0,0,0,0",1
2469,20250,3,20,1800,2000,D,60,51,"0,0,0,0,0,0",1
2470,3750,3,20,400,400,A,60,44,"0,0,0,0,0,0",0
2471,12750,3,20,1200,1300,A,60,44,"0,0,0,0,0,0",0
2471,12750,3,20,1200,1300,A,60,44,"0,0,0,0,0,0",0
2472,12750,5,20,1200,1300,A,123,99,"0,0,0,0,0,0",1
2473,6750,5,20,700,700,A,66,50,"0,0,0,0,0,0",1
2474,2250,3,20,100,200,C,42,27,"0,0,0,0,0,0",1
2474,2250,3,20,100,200,C,42,27,"0,0,0,0,0,0",1
2475,12000,3,20,1200,1200,A,180,165,"0,0,0,0,0,0",0
2476,9000,5,20,900,900,A,66,50,"0,0,0,0,0,0",0
2477,3000,5,19,300,300,A,66,51,"0,0,0,0,0,0",0
2477,3000,5,19,300,300,A,66,51,"0,0,0,0,0,0",0
2478,,5,,,,C,24,10,,0
2479,3750,5,19,200,400,A,24,10,"0,0,0,0,0,0",0
2480,6000,7,19,500,600,A,36,21,"0,0,0,0,0,0",0
2481,5250,6,19,500,500,A,72,57,"1,0,0,0,0,0",0
2482,9000,5,19,800,900,A,120,104,"1,1,1,0,0,1",0
2483,33000,5,15,3200,3300,A,180,153,"0,0,0,0,0,0",1
2484,11250,4,18,1000,1100,A,120,98,"0,0,0,0,0,0",0
2484,11250,4,18,1000,1100,A,120,98,"0,0,0,0,0,0",0
2485,18000,3,19,1600,1800,D,60,52,"0,0,0,0,0,0",0
2485,18000,3,19,1600,1800,D,60,52,"0,0,0,0,0,0",0
2486,3000,1,18,300,300,A,123,100,"0,0,0,0,0,0",0
2487,5250,8,18,500,500,A,63,50,"0,0,1,0,0,0",0
2488,6750,5,18,600,700,A,66,52,"1,1,1,0,1,0",0
2489,30000,4,16,3000,3000,A,66,54,"1,1,1,1,0,0",0
2490,3750,7,18,400,400,A,72,58,"0,0,0,0,0,0",0
2491,9000,5,18,800,900,A,120,98,"0,0,0,0,0,0",1
2492,20250,1,18,1800,2000,D,60,53,"0,0,0,0,0,0",1
2493,6750,4,17,500,700,A,36,24,"0,0,0,0,0,0",0
2494,30000,6,18,2700,3000,D,60,53,"0,0,0,0,0,0",1
2495,3000,6,18,300,300,A,66,52,"0,0,0,0,0,0",1
2496,6750,5,18,700,700,A,66,52,"0,2,1,1,0,1",1
2497,38250,5,18,3500,3800,D,60,53,"1,0,0,0,0,0",1
2498,,1,,,,A,72,58,,1
2499,750,5,18,100,100,C,36,23,"0,0,0,0,0,0",1
2500,,4,,,,C,60,48,,0
2501,26250,4,18,2400,2600,D,60,53,"0,0,0,1,0,0",0
2502,9750,4,17,600,1000,A,24,12,"1,0,0,0,0,0",0
2503,,1,,,,A,66,53,,0
2504,750,5,17,100,100,C,36,24,"0,0,0,0,0,0",1
2505,3000,5,17,300,300,A,66,53,"0,0,0,0,0,0",0
2506,5250,2,17,400,500,A,51,39,"0,0,1,0,0,0",0
2507,8250,5,16,700,800,D,60,55,"0,0,0,0,0,0",0
2508,,3,,,,A,63,50,,0
2509,9750,3,16,900,1000,D,60,55,"0,0,0,0,0,0",0
2510,6000,6,16,600,600,A,66,54,"1,1,1,0,0,0",1
2511,2250,2,16,200,200,C,42,31,"1,0,0,0,0,0",0
2512,15750,1,16,1600,1600,A,36,24,"0,0,0,0,0,0",0
2513,9000,1,14,900,900,A,120,110,"0,0,0,0,0,0",0
2513,9000,1,14,900,900,A,120,110,"0,0,0,0,0,0",0
2514,3750,1,15,400,400,D,60,56,"0,0,0,0,0,0",0
2515,2250,3,15,200,200,C,36,26,"2,3,1,1,0,0",1
2515,2250,3,15,200,200,C,36,26,"2,3,1,1,0,0",1
2516,30000,2,15,3000,3000,B,60,49,"0,0,0,0,0,0",0
2517,17250,4,12,1700,1700,A,66,58,"0,0,0,0,0,0",0
2518,6750,3,15,700,700,A,66,55,"0,0,0,0,0,0",0
2519,5250,4,15,500,500,D,60,56,"0,0,0,0,0,0",1
2520,8250,3,15,700,800,A,63,52,"0,0,0,0,0,0",0
2521,6000,6,14,600,600,C,66,57,"1,0,0,0,0,0",1
2522,6000,2,15,600,600,A,66,55,"0,0,0,0,0,0",0
2523,750,5,15,100,100,C,39,29,"0,0,0,0,0,0",0
2524,,5,,,,D,60,57,,1
2525,39750,4,11,4000,4000,A,63,56,"1,0,0,0,0,0",0
2526,5250,3,14,400,500,C,60,51,"0,0,2,1,1,0",0
2526,5250,3,14,400,500,C,60,51,"0,0,2,1,1,0",0
2527,5250,5,14,500,500,D,60,57,"0,0,0,0,0,0",1
2528,,5,,,,A,66,58,,0
2529,15000,4,13,1400,1500,B,60,51,"0,0,0,0,0,0",0
2530,21750,7,13,2200,2200,A,183,101,"0,0,0,0,0,0",0
2531,,3,,,,B,60,51,,1
2532,9000,5,11,900,900,A,123,116,"1,1,1,0,0,0",0
2532,9000,5,11,900,900,A,123,116,"1,1,1,0,0,0",0
2533,5250,4,13,200,500,C,12,4,"0,0,0,0,0,0",0
2534,9000,3,11,900,900,A,66,59,"0,0,0,0,0,0",0
2535,2250,6,12,200,200,C,42,35,"0,0,0,0,0,0",0
2536,750,3,12,100,100,D,12,11,"0,0,0,0,0,0",1
2537,2250,2,12,100,200,C,39,9,"0,0,0,0,0,0",0
2538,5250,4,11,500,500,D,60,60,"0,0,0,0,0,0",1
2539,3000,4,12,200,300,C,36,29,"0,0,0,0,0,0",0
2539,3000,4,12,200,300,C,36,29,"0,0,0,0,0,0",0
2540,50250,2,11,5000,5000,B,60,53,"0,0,0,0,0,0",0
2541,5250,5,11,500,500,A,60,53,"0,0,0,0,0,0",0
2542,3000,3,11,200,300,C,24,18,"1,0,0,0,0,0",0
2543,9750,4,11,1000,1000,B,60,53,"0,0,0,0,0,0",0
2544,5250,6,10,500,500,A,84,79,"0,0,0,0,0,0",0
2545,14250,3,11,1300,1400,B,60,53,"1,0,0,0,0,0",0
2546,5250,5,11,500,500,D,60,60,"0,0,0,0,0,0",1
2547,54000,3,10,5400,5400,B,60,54,"0,0,0,0,0,0",0
2548,,5,,,,A,60,58,,0
2549,2250,5,11,100,200,C,24,18,"0,0,0,0,0,0",0
2550,750,5,7,100,100,A,120,118,"0,0,0,0,0,0",0
2551,2250,5,11,200,200,C,36,30,"0,0,0,0,0,0",0
2552,5250,5,11,300,500,C,12,6,"0,0,0,0,0,0",0
2553,2250,5,11,100,200,C,12,6,"0,0,0,0,0,0",0
2554,3000,2,9,300,300,A,36,32,"1,0,0,0,0,0",0
2554,3000,2,9,300,300,A,36,32,"1,0,0,0,0,0",0
2555,6750,3,8,600,700,B,60,56,"0,0,0,0,0,0",0
2556,3750,3,9,400,400,A,63,58,"0,0,0,0,0,0",0
2557,14250,5,10,1400,1400,A,180,175,"0,0,0,0,0,0",0
2558,,6,,,,A,60,54,,1
2559,20250,4,10,2000,2000,D,60,61,"0,0,0,0,0,0",0
2560,15000,3,9,1500,1500,A,63,58,"0,0,0,0,0,0",1
2561,2250,3,9,200,200,C,36,32,"0,0,0,0,0,0",1
2562,3000,2,9,300,300,A,120,114,"0,0,0,0,0,0",0
2563,2250,7,9,200,200,C,36,32,"1,1,1,0,0,0",0
2564,,4,,,,A,180,177,,0
2565,8250,4,7,700,800,B,60,58,"0,0,0,0,0,0",0
